Date	First_Difference	Second_Difference
2024-07-03	-0.00152641321824021	0.0033168783817592
2024-07-04	5.67192718641252e-05	0.00158313249010433
2024-07-05	-0.00186565259586668	-0.00192237186773081
2024-07-08	0.00028641208356639	0.00215206467943307
2024-07-09	0.000189858447091851	-9.6553636474539e-05
2024-07-10	0.000605127736971411	0.000415269289879561
2024-07-11	0.00291627340117895	0.00231114566420754
2024-07-12	0.00212670958419903	-0.000789563816979921
2024-07-15	0.00232521493601023	0.000198505351811207
2024-07-16	0.000568695892282811	-0.00175651904372742
2024-07-17	-0.000356458106445245	-0.000925153998728057
2024-07-18	0.00311355471159125	0.00347001281803649
2024-07-19	0.00366587678117547	0.000552322069584221
2024-07-22	0.00201380789413452	-0.00165206888704095
2024-07-23	0.00119488073246465	-0.000818927161669869
2024-07-24	0.00126213234630423	6.72516138395807e-05
2024-07-25	0.00887304460523897	0.00761091225893473
2024-07-26	0.00264361588915829	-0.00622942871608068
2024-07-29	-0.0075330450672606	-0.0101766609564189
2024-07-30	-0.00685607501166796	0.000676970055592641
2024-07-31	-0.00577979729328248	0.00107627771838548
2024-08-01	-0.00595585639262275	-0.000176059099340264
2024-08-02	0.00613748664779656	0.0120933430404193
2024-08-05	0.00162166499529448	-0.00451582165250208
2024-08-06	-0.000372696347087142	-0.00199436134238162
2024-08-07	-0.0024455647296433	-0.00207286838255616
2024-08-08	-0.00293749417922751	-0.000491929449584205
2024-08-09	-0.00120929283486237	0.00172820134436513
2024-08-12	0.00224113801371839	0.00345043084858077
2024-08-13	-0.00153347781420088	-0.00377461582791927
2024-08-14	-0.00220661369054032	-0.000673135876339437
2024-08-15	0.00110972031028744	0.00331633400082776
2024-08-16	-0.000456748977159194	-0.00156646928744664
2024-08-19	-0.000615005216720199	-0.000158256239561005
2024-08-20	0.000206851271187247	0.000821856487907446
2024-08-21	-0.000892012671321218	-0.00109886394250847
2024-08-22	0.000802149959793219	0.00169416263111444
2024-08-23	-0.000207644736099688	-0.00100979469589291
2024-08-26	0.00101766675010673	0.00122531148620642
2024-08-27	-0.000102184582603471	-0.0011198513327102
2024-08-28	-7.74195147110746e-05	2.47650678923961e-05
2024-08-29	-0.000933376726297119	-0.000855957211586045
2024-08-30	0.001036343365584	0.00196972009188112
2024-09-02	0.000134692228462185	-0.000901651137121817
2024-09-03	-0.000103726891831357	-0.000238419120293543
2024-09-04	6.88944340145881e-05	0.000172621325845945
2024-09-05	-1.08370121116863e-05	-7.97314461262744e-05
2024-09-06	3.48328352917093e-05	4.56698474033956e-05
2024-09-09	4.87639311099741e-05	1.39310958182648e-05
2024-09-10	-3.63792153974529e-05	-8.5143146507427e-05
2024-09-11	-4.87657051788659e-05	-1.2386489781413e-05
2024-09-12	-6.11540070964978e-05	-1.23883019176318e-05
2024-09-13	0.000161005043366025	0.000222159050462523
2024-09-16	0.000579558321605944	0.000418553278239919
2024-09-17	0.00020265007583653	-0.000376908245769414
2024-09-18	-5.56860051927899e-05	-0.00025833608102932
2024-09-19	-0.000683179309295845	-0.000627493304103055
2024-09-20	-0.000181898752559917	0.000501280556735928
2024-09-23	0.000117657440497965	0.000299556193057882
2024-09-24	-9.4434480730321e-05	-0.000212091921228286
2024-09-25	1.78039039315792e-05	0.0001122383846619
2024-09-26	6.11501255125546e-05	4.33462215809755e-05
2024-09-27	2.24465761817783e-05	-3.87035493307764e-05
2024-09-30	-1.08362152504426e-05	-3.32827914322209e-05
2024-10-01	-6.03753489176739e-05	-4.95391336672313e-05
2024-10-02	8.43696676833261e-05	0.000144745016601
2024-10-03	-4.64411381875252e-05	-0.000130810805870851
2024-10-04	-0.00010062986563586	-5.41887274483344e-05
2024-10-07	0.000115336459415083	0.000215966325050942
2024-10-08	6.19218530673038e-06	-0.000109144274108353
2024-10-09	-8.51426468262417e-06	-1.47064499893546e-05
2024-10-11	2.24465414335739e-05	3.09608061161981e-05
2024-10-14	-1.39322767509498e-05	-3.63788181845237e-05
2024-10-15	7.74017771476565e-06	2.16724544657154e-05
2024-10-16	1.70281800908612e-05	9.28800237609551e-06
2024-10-17	-2.32200748406797e-06	-1.93501875749291e-05
2024-10-18	6.34662642191586e-05	6.57882717032265e-05
2024-10-22	1.39310798523695e-05	-4.95351843667891e-05
2024-10-23	-0.000232210005579603	-0.000246141085431972
2024-10-24	0.000155586664601692	0.000387796670181295
2024-10-25	-1.47061612238986e-05	-0.000170292825825591
2024-10-28	-1.54802955165678e-06	1.31581316722418e-05
2024-10-29	3.32821072710487e-05	3.48301368227055e-05
2024-10-30	-1.70279164954934e-05	-5.03100237665421e-05
2024-10-31	1.08359804089631e-05	2.78638969044565e-05
2024-11-04	-8.74651929727577e-05	-9.83011733817207e-05
2024-11-05	8.3595213448362e-05	0.00017106040642112
2024-11-06	-1.23840351209381e-05	-9.59792485693001e-05
2024-11-07	8.51404062007788e-06	2.0898075741016e-05
2024-11-08	5.2630642036533e-05	4.41166014164551e-05
2024-11-11	0.000153232272563919	0.000100601630527386
2024-11-12	-9.13174163068575e-05	-0.000244549688870777
2024-11-13	0.000318800816415887	0.000410118232722745
2024-11-14	0.000740896596069796	0.000422095779653908
2024-11-15	-4.09747189902276e-05	-0.000781871315060023
2024-11-18	0.000662347648515471	0.000703322367505699
2024-11-19	0.000578518891955149	-8.38287565603224e-05
2024-11-20	-8.80306841564149e-05	-0.000666549576111564
2024-11-21	0.000210797382415251	0.000298828066571666
2024-11-22	0.00044384185601487	0.00023304447359962
2024-11-25	-0.000181372434125748	-0.000625214290140619
2024-11-26	0.000136611231276618	0.000317983665402366
2024-11-27	0.000300941950569289	0.000164330719292671
2024-11-28	0.0002275754316301	-7.33665189391886e-05
2024-11-29	0.000256828021117705	2.9252589487605e-05
2024-12-02	0.000627524283193459	0.000370696262075754
2024-12-03	0.000122529423590478	-0.000504994859602981
2024-12-04	-0.00138491681405917	-0.00150744623764965
2024-12-05	-0.00203149111743706	-0.000646574303377889
2024-12-06	-0.000228897896298541	0.00180259322113852
2024-12-09	-1.62413683897356e-05	0.000212656527908806
2024-12-10	8.97109297905985e-05	0.000105952298180334
2024-12-11	3.40261785076734e-05	-5.5684751282925e-05
2024-12-13	-0.000113682896762946	-0.000147709075270619
2024-12-16	-5.80064572952566e-05	5.5676439467689e-05
2024-12-17	-0.000124531893668234	-6.65254363729773e-05
2024-12-18	0.000112156747293923	0.000236688640962157
2024-12-19	2.24298400413048e-05	-8.97269072526186e-05
2024-12-20	1.00545925700857e-05	-1.23752474712191e-05
2024-12-23	2.32025201043484e-05	1.31479275342627e-05
2024-12-24	7.73405373433178e-06	-1.54684663700166e-05
2024-12-27	-6.11006548396631e-05	-6.88347085739949e-05
2024-12-30	5.80070405238331e-05	0.000119107695363496
2024-12-31	-4.40850439238361e-05	-0.000102092084447669
